epoch,loss,mean_absolute_error,qmax
0,6.15602502307e-08,0.000189473284991,0.0360954292119
0,1.32606692205e-06,0.000694567279425,0.0357217639685
0,7.7493984918e-07,0.000614301185124,0.0346990711987
0,9.28952090362e-07,0.000450825318694,0.0337041355669
0,6.87751480655e-07,0.000367100292351,0.0333735123277
0,2.61587217665e-07,0.000262155634118,0.0330516397953
0,1.15803736378e-07,0.000242572772549,0.0331561304629
0,0.000113219277409,0.00323010631837,0.0333952605724
0,3.08117137138e-07,0.000460048147943,0.0335741266608
0,6.92376488587e-07,0.0005148795899,0.0333817712963
0,0.000111944391392,0.0032462393865,0.033415351063
0,6.53475495938e-08,0.00020345550729,0.0333335027099
0,0.000103538841358,0.00316321756691,0.0343275181949
0,2.70404029834e-07,0.000291806907626,0.0332469567657
0,9.778211097e-05,0.00306560052559,0.0344925262034
0,8.99850056157e-05,0.00291174766608,0.0338677689433
0,8.77061465872e-05,0.00298827304505,0.0334740132093
0,9.01209932636e-05,0.00299417367205,0.0343744792044
0,7.86127347965e-05,0.00281763658859,0.0339825227857
0,7.38471644581e-05,0.00274256593548,0.0344969928265
0,7.38033922971e-05,0.00279902294278,0.0341050326824
0,1.33847288453e-06,0.000647346896585,0.034762840718
0,7.20575626474e-05,0.00289075844921,0.034973539412
0,2.33192167798e-06,0.000926898268517,0.0335110425949
0,1.3903877516e-06,0.000606855901424,0.0338676385581
0,1.39566975577e-06,0.000687643652782,0.0355007611215
0,1.05224137315e-06,0.000625533692073,0.0355863571167
0,9.30540295485e-07,0.000576572492719,0.0354356728494
0,8.77072352523e-07,0.000497873988934,0.0361864939332
0,1.0503717931e-06,0.000538438966032,0.0359535105526
0,7.89319699379e-07,0.000516741129104,0.0339670591056
0,6.58044809825e-05,0.00267658894882,0.0345368757844
0,1.32171919631e-06,0.000622479885351,0.0350478440523
0,7.08449515514e-05,0.00302583328448,0.0358603931963
0,1.76494040716e-06,0.000794002378825,0.0355586074293
0,5.70116280869e-05,0.00271356571466,0.0350209847093
0,1.85193005109e-06,0.000637254328467,0.0345692038536
0,1.52543987042e-06,0.000557415129151,0.0362059883773
0,1.31126671477e-06,0.000596880854573,0.0348751842976
0,1.53566861627e-06,0.000616846547928,0.0354357883334
0,1.39492499329e-06,0.000732560642064,0.0354490019381
0,1.65801145613e-06,0.000770530721638,0.0350567139685
0,1.0309611298e-06,0.000590846058913,0.0355566516519
0,7.15772216608e-07,0.000425025529694,0.0351310670376
0,8.62608942498e-07,0.000555668724701,0.0348624363542
0,8.22130402867e-07,0.000510977290105,0.0345959216356
0,2.1849980385e-06,0.0011694066925,0.034515209496
0,7.25263305412e-07,0.000551273056772,0.0338461883366
0,9.21324101455e-07,0.000598271610215,0.0345531404018
0,1.28002102429e-06,0.00081554154167,0.0338331311941
0,8.34826494156e-07,0.000580820662435,0.0352506861091
0,7.8705420492e-07,0.000588841619901,0.0361742042005
0,8.86101759079e-07,0.000647998356726,0.0356634967029
0,5.999760333e-07,0.000483302661451,0.0359569378197
0,6.90966203365e-07,0.000570006319322,0.0333797335625
0,9.14113570616e-07,0.000637896300759,0.0346909537911
0,9.0698074473e-07,0.000711916538421,0.0348297134042
0,6.45809052457e-07,0.000502691371366,0.0350548364222
0,6.16960448951e-07,0.000481213384774,0.0346741229296
0,5.43425699107e-07,0.00056797725847,0.034166302532
0,4.43425449248e-07,0.00046053895494,0.0354857258499
0,3.69329455907e-07,0.000367113243556,0.0350818373263
0,6.66600826662e-05,0.00276217260398,0.0349592417479
0,1.14491092518e-06,0.000715567381121,0.0358267650008
0,5.57378443773e-05,0.00258481130004,0.0344454348087
0,2.06816957871e-06,0.000950674468186,0.0363358147442
0,5.24990973645e-05,0.00268975133076,0.035379357636
0,2.79433652395e-06,0.00114591757301,0.0353673696518
0,4.9191810831e-05,0.00279362965375,0.0364859960973
0,4.57989008282e-05,0.00260559702292,0.0335323363543
0,3.99163945985e-05,0.00270122126676,0.0349498912692
0,3.19766731991e-05,0.00254843872972,0.0372500196099
0,2.03925355891e-05,0.00288561359048,0.0388222932816
0,8.42158897285e-06,0.00160200754181,0.0366581752896
0,1.12939624159e-05,0.00219298456796,0.0347308628261
0,9.80006916507e-06,0.00183000147808,0.0338567905128
0,3.91628200305e-05,0.00306998076849,0.0361950024962
0,5.69828807784e-06,0.00134339870419,0.0380885340273
0,8.41299333842e-06,0.00160822388716,0.0367566086352
0,3.00365422845e-06,0.000955436960794,0.0351711846888
0,2.60525894191e-06,0.000873972720001,0.0361552387476
0,2.92658614853e-06,0.00103716226295,0.0363508984447
0,2.33306946029e-06,0.000837689382024,0.035781186074
0,3.89628166886e-06,0.00116087635979,0.033443916589
0,3.02619491777e-06,0.0013016044395,0.03457563743
0,3.06700417241e-06,0.00118971744087,0.0368752926588
0,2.06167510441e-06,0.000777356442995,0.035460151732
0,2.70669715974e-06,0.000982704921626,0.0351018384099
0,3.01708882944e-06,0.00123087340035,0.034318625927
0,2.4702239898e-06,0.00107942405157,0.0347175039351
0,1.78886114099e-06,0.000837438798044,0.0358017720282
0,2.05961441679e-06,0.00102506519761,0.0338203459978
0,1.00272961845e-06,0.00040432359674,0.0356214381754
0,1.91164826902e-06,0.000880725681782,0.0340985842049
0,2.31626404457e-06,0.00103372975718,0.0346090048552
0,6.87273904987e-06,0.00207282393239,0.0347936190665
0,1.69440363607e-06,0.000762004754506,0.0377136617899
0,2.50722177952e-06,0.00109320855699,0.0364894531667
0,4.72484898637e-05,0.00266432226636,0.036973759532
0,2.61120862888e-06,0.00110822368879,0.0344292111695
0,4.07688312407e-05,0.00299862562679,0.0373796671629
0,6.81819165038e-06,0.00201507867314,0.0374215357006
0,4.33989407611e-06,0.00160515797324,0.0355325043201
0,3.10501332024e-06,0.00126536760945,0.0372100695968
0,4.88043860969e-06,0.00156911707018,0.0357141308486
0,1.85457224688e-06,0.00073247787077,0.0362598448992
0,2.01604279937e-06,0.000963234575465,0.0351158007979
0,1.46652791955e-06,0.000625721237157,0.0366173200309
0,2.60558022092e-06,0.00120272650383,0.0358391925693
0,1.44445925798e-06,0.000762969604693,0.0372745022178
0,1.91403705685e-06,0.000967821688391,0.0376582480967
0,1.39938981647e-06,0.000777754408773,0.0377063080668
0,1.66958386671e-06,0.000823514827061,0.036280374974
0,9.20387606129e-07,0.000557167455554,0.0349904187024
0,3.25347150465e-06,0.0013793646358,0.0343658290803
0,1.44957186876e-06,0.000798172841314,0.0365998037159
0,2.25297344514e-06,0.000975780305453,0.0375842228532
0,1.0413579048e-06,0.000619633763563,0.0358810946345
0,9.70367750597e-07,0.000596430851147,0.0368084274232
0,1.64347636655e-06,0.000858662242536,0.0356134362519
0,1.55888562858e-06,0.000872564560268,0.0357726253569
0,1.81078632977e-06,0.000967276399024,0.0345143303275
0,1.35235802645e-06,0.000851147866342,0.0362330526114
0,1.02038552541e-06,0.000638047931716,0.0363705568016
0,9.89454065348e-07,0.000658175325952,0.0364779867232
